,Operator,Departure Time,Travel Duration,Arrival Time,price,Bus Type,Seats Left,Window Seats,rating,Source,Destination,distance
1296,Swamy Ayyappa Travels,2024-11-07 01:40:00,09hrs 05mins,2024-11-07 10:45:00,800,Volvo Multi-Axle I-Shift  A/C Sleeper (2+1),17,5,2.7,Bengaluru,Hyderabad,576
1297,Bharathi  Travels,2024-11-07 23:25:00,09hrs 35mins,2024-11-07 09:00:00,790,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19,9,2.6,Bengaluru,Hyderabad,576
1298,SRS Travels,2024-11-07 12:00:00,09hrs 35mins,2024-11-07 21:35:00,900,Scania Multi-Axle AC Semi Sleeper (2+2),45,19,2.3,Bengaluru,Hyderabad,576
1299,Orange Tours and Travels Platinum,2024-11-07 00:50:00,07hrs 40mins,2024-11-07 08:30:00,1300,Volvo Multi-Axle Sleeper A/C (2+1),30,14,2.4,Bengaluru,Hyderabad,576
1300,DHANUNJAYA TRAVELS,2024-11-07 23:59:00,09hrs 01mins,2024-11-07 09:00:00,549,A/C Seater / Sleeper (2+1),30,15,2.3,Bengaluru,Hyderabad,576
1301,DHANUNJAYA TRAVELS,2024-11-07 22:10:00,09hrs 50mins,2024-11-07 08:00:00,699,Bharat Benz A/C Sleeper (2+1),21,9,2.4,Bengaluru,Hyderabad,576
1302,Swamy Ayyappa Travels,2024-11-07 23:15:00,09hrs 15mins,2024-11-07 08:30:00,1550,A/C Sleeper (2+1),20,8,2.5,Bengaluru,Hyderabad,576
1303,Northern Travels,2024-11-07 22:30:00,10hrs 00mins,2024-11-07 08:30:00,1999,Bharat Benz A/C Sleeper (2+1),27,13,2.4,Bengaluru,Hyderabad,576
1304,Kallada Travels (Suresh Kallada),2024-11-07 23:10:00,08hrs 50mins,2024-11-07 08:00:00,1000,A/C Sleeper (2+1),15,5,2.5,Bengaluru,Hyderabad,576
1305,Skyline Transport,2024-11-07 20:20:00,10hrs 30mins,2024-11-07 06:50:00,3999,Non A/C Seater / Sleeper (2+1),45,24,2.3,Bengaluru,Hyderabad,576
1306,Kallada Travels (Suresh Kallada),2024-11-07 02:55:00,08hrs 20mins,2024-11-07 11:15:00,1000,A/C Sleeper (2+1),10,3,2.5,Bengaluru,Hyderabad,576
1307,Kaleswari Travels,2024-11-07 00:00:00,09hrs 30mins,2024-11-07 09:30:00,509,Non A/C Seater / Sleeper (2+1),24,13,2.2,Bengaluru,Hyderabad,576
1308,ANMOL TOURS & TRAVELS,2024-11-07 19:45:00,12hrs 25mins,2024-11-07 08:10:00,720,Bharat Benz A/C Sleeper (2+1),36,18,2.0,Bengaluru,Hyderabad,576
1309,Kallada Travels (Suresh Kallada),2024-11-07 23:10:00,08hrs 55mins,2024-11-07 08:05:00,1500,A/C Sleeper (2+1),30,7,2.2,Bengaluru,Hyderabad,576
1310,Tranzindia Travels,2024-11-07 22:40:00,09hrs 10mins,2024-11-07 07:50:00,1550,Non A/C Seater / Sleeper (2+1),16,8,2.3,Bengaluru,Hyderabad,576
1311,Morning Star Travels,2024-11-07 18:35:00,10hrs 40mins,2024-11-07 05:15:00,990,A/C Sleeper (2+1),16,8,2.2,Bengaluru,Hyderabad,576
1312,Kallada Travels (Suresh Kallada),2024-11-07 23:10:00,09hrs 00mins,2024-11-07 08:10:00,1100,A/C Sleeper (2+1),16,1,2.2,Bengaluru,Hyderabad,576
1313,Morning Star Travels,2024-11-07 14:15:00,07hrs 30mins,2024-11-07 21:45:00,1190,A/C Sleeper (2+1),24,12,1.9,Bengaluru,Hyderabad,576
1314,Morning Star Travels,2024-11-07 22:10:00,08hrs 35mins,2024-11-07 06:45:00,990,A/C Sleeper (2+1),19,10,1.9,Bengaluru,Hyderabad,576
1316,Orange Tours and Travels Grand,2024-11-07 02:45:00,08hrs 25mins,2024-11-07 11:10:00,1000,A/C Sleeper (2+1),13,4,2.0,Bengaluru,Hyderabad,576
1317,Tranzindia Travels,2024-11-07 22:10:00,09hrs 10mins,2024-11-07 07:20:00,500,Non A/C Seater / Sleeper (2+1),19,8,1.8,Bengaluru,Hyderabad,576
1318,SRI SAI MURALI KRISHNA TRAVELS,2024-11-07 20:00:00,11hrs 40mins,2024-11-07 07:40:00,1999,A/C Sleeper (2+1),30,16,1.8,Bengaluru,Hyderabad,576
1319,Sri Krishna Travels,2024-11-07 12:15:00,08hrs 45mins,2024-11-07 21:00:00,700,A/C Sleeper (2+1),21,5,1.8,Bengaluru,Hyderabad,576
1320,Orange Tours And Travels,2024-11-07 23:30:00,08hrs 30mins,2024-11-07 08:00:00,1100,Bharat Benz A/C Sleeper (2+1),15,6,1.9,Bengaluru,Hyderabad,576
1321,Northern Travels,2024-11-07 11:30:00,10hrs 00mins,2024-11-07 21:30:00,1099,Bharat Benz A/C Sleeper (2+1),25,12,1.7,Bengaluru,Hyderabad,576
1322,ISRTC BUS,2024-11-07 22:35:00,08hrs 25mins,2024-11-07 07:00:00,2500,NON A/C Sleeper (2+1),34,16,2.0,Bengaluru,Hyderabad,576
1325,V Kaveri Travels,2024-11-07 20:20:00,09hrs 40mins,2024-11-07 06:00:00,1000,A/C Sleeper (2+1),25,7,1.6,Bengaluru,Hyderabad,576
1326,Shree Savariya Travels & Transport,2024-11-07 12:15:00,11hrs 15mins,2024-11-07 23:30:00,3999,A/C Sleeper (2+1),32,17,1.8,Bengaluru,Hyderabad,576
1327,SRI SAI MURALI KRISHNA TRAVELS,2024-11-07 20:00:00,11hrs 40mins,2024-11-07 07:40:00,1999,A/C Sleeper (2+1),30,16,1.5,Bengaluru,Hyderabad,576
1328,GOWTHAMI TOURS AND TRAVELS,2024-11-07 18:20:00,13hrs 00mins,2024-11-07 07:20:00,1299,Volvo Multi Axle B9R A/C Sleeper (2+1),36,18,1.3,Bengaluru,Hyderabad,576
1329,GOWTHAMI TOURS AND TRAVELS,2024-11-07 23:00:00,07hrs 00mins,2024-11-07 06:00:00,1800,Volvo Multi Axle B9R A/C Sleeper (2+1),36,18,1.3,Bengaluru,Hyderabad,576
1330,Alpha Travels,2024-11-07 22:30:00,10hrs 20mins,2024-11-07 08:50:00,6000,NON A/C Seater (2+2),45,20,1.3,Bengaluru,Hyderabad,576
1331,BTR Travels,2024-11-07 22:40:00,08hrs 20mins,2024-11-07 07:00:00,3300,A/C Sleeper (2+1),24,12,1.4,Bengaluru,Hyderabad,576
1332,Alpha Travels,2024-11-07 22:30:00,10hrs 20mins,2024-11-07 08:50:00,6000,Non A/C Seater / Sleeper (2+1),41,20,1.3,Bengaluru,Hyderabad,576
1333,GOWTHAMI TOURS AND TRAVELS,2024-11-07 14:20:00,09hrs 25mins,2024-11-07 23:45:00,2000,Volvo Multi-Axle A/C (2+1),27,14,1.3,Bengaluru,Hyderabad,576
1334,Jabbar  Travels,2024-11-07 23:30:00,06hrs 00mins,2024-11-07 05:30:00,452,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),38,16,4.6,Bengaluru,Chennai,346
1335,Asian Xpress,2024-11-07 22:05:00,06hrs 55mins,2024-11-07 05:00:00,475,Bharat Benz A/C Semi Sleeper (2+2),26,10,4.7,Bengaluru,Chennai,346
1336,KMRL Kalaimakal,2024-11-07 22:15:00,06hrs 45mins,2024-11-07 05:00:00,690,A/C Seater / Sleeper (2+1),29,16,4.7,Bengaluru,Chennai,346
1337,DLT BUS,2024-11-07 23:45:00,06hrs 00mins,2024-11-07 05:45:00,650,A/C Sleeper (2+1),26,12,3.9,Bengaluru,Chennai,346
1338,GRS Travels,2024-11-07 22:00:00,07hrs 00mins,2024-11-07 05:00:00,900,A/C Sleeper (2+1),20,10,4.8,Bengaluru,Chennai,346
1339,IntrCity SmartBus,2024-11-07 23:10:00,06hrs 55mins,2024-11-07 06:05:00,369,A/C Seater / Sleeper (2+1),42,22,4.3,Bengaluru,Chennai,346
1340,NueGo,2024-11-07 04:00:00,06hrs 55mins,2024-11-07 10:55:00,380,Electric A/C Seater (2+2),37,17,4.4,Bengaluru,Chennai,346
1341,Mettur Super Services(mss),2024-11-07 23:00:00,06hrs 30mins,2024-11-07 05:30:00,499,A/C Seater / Sleeper (2+1),34,17,4.4,Bengaluru,Chennai,346
1342,KBS Travels,2024-11-07 20:30:00,06hrs 00mins,2024-11-07 02:30:00,580,A/C Sleeper (2+1),25,14,4.5,Bengaluru,Chennai,346
1343,IntrCity SmartBus,2024-11-07 21:15:00,06hrs 55mins,2024-11-07 04:10:00,549,AC Sleeper (2+1),26,14,4.5,Bengaluru,Chennai,346
1344,ADITHIYA AIRBUS,2024-11-07 21:30:00,06hrs 20mins,2024-11-07 03:50:00,750,A/C Sleeper (2+1),23,10,4.6,Bengaluru,Chennai,346
1345,IntrCity SmartBus,2024-11-07 23:00:00,07hrs 40mins,2024-11-07 06:40:00,389,A/C Seater / Sleeper (2+1),41,20,4.2,Bengaluru,Chennai,346
1346,KBS Travels,2024-11-07 07:30:00,07hrs 00mins,2024-11-07 14:30:00,565,A/C Sleeper (2+1),21,11,4.6,Bengaluru,Chennai,346
1347,ADITHIYA AIRBUS,2024-11-07 06:45:00,06hrs 40mins,2024-11-07 13:25:00,550,A/C Sleeper (2+1),32,16,4.4,Bengaluru,Chennai,346
1348,NueGo,2024-11-07 23:00:00,06hrs 55mins,2024-11-07 05:55:00,380,Electric A/C Seater/Sleeper (2+1),38,20,4.2,Bengaluru,Chennai,346
1349,NueGo,2024-11-07 21:00:00,07hrs 45mins,2024-11-07 04:45:00,380,Electric A/C Seater (2+2),39,17,4.2,Bengaluru,Chennai,346
1350,IntrCity SmartBus,2024-11-07 22:25:00,07hrs 10mins,2024-11-07 05:35:00,409,A/C Seater / Sleeper (2+1),33,14,4.3,Bengaluru,Chennai,346
1351,IntrCity SmartBus,2024-11-07 23:20:00,07hrs 30mins,2024-11-07 06:50:00,429,A/C Seater / Sleeper (2+1),33,15,4.3,Bengaluru,Chennai,346
1352,Jai Sai Baba Travels,2024-11-07 23:30:00,06hrs 30mins,2024-11-07 06:00:00,749,A/C Sleeper (2+1),23,12,4.5,Bengaluru,Chennai,346
1353,RKK Travels,2024-11-07 16:00:00,06hrs 45mins,2024-11-07 22:45:00,595,Volvo Multi-Axle A/C Semi Sleeper (2+2),33,14,4.4,Bengaluru,Chennai,346
1354,Jai Sai Baba Travels,2024-11-07 14:30:00,07hrs 15mins,2024-11-07 21:45:00,749,A/C Sleeper (2+1),24,11,4.5,Bengaluru,Chennai,346
1355,IntrCity SmartBus,2024-11-07 22:05:00,07hrs 05mins,2024-11-07 05:10:00,489,A/C Seater / Sleeper (2+1),30,14,4.3,Bengaluru,Chennai,346
1356,KBS Travels,2024-11-07 03:25:00,06hrs 40mins,2024-11-07 10:05:00,483,A/C Seater / Sleeper (2+1),26,13,4.4,Bengaluru,Chennai,346
1357,NueGo,2024-11-07 23:30:00,07hrs 00mins,2024-11-07 06:30:00,380,Electric A/C Seater/Sleeper (2+1),38,18,4.1,Bengaluru,Chennai,346
1358,NueGo,2024-11-07 15:00:00,07hrs 25mins,2024-11-07 22:25:00,380,Electric A/C Seater (2+2),39,17,4.1,Bengaluru,Chennai,346
1359,VGO BUS,2024-11-07 23:00:00,06hrs 32mins,2024-11-07 05:32:00,349,Mercedes Multi-Axle Semi Sleeper (2+2),34,14,4.2,Bengaluru,Chennai,346
1360,RKK Travels,2024-11-07 04:00:00,06hrs 00mins,2024-11-07 10:00:00,595,Volvo Multi-Axle A/C Semi Sleeper (2+2),28,9,4.4,Bengaluru,Chennai,346
1361,NueGo,2024-11-07 06:00:00,06hrs 55mins,2024-11-07 12:55:00,380,Electric A/C Seater (2+2),39,18,4.1,Bengaluru,Chennai,346
1362,KBS Travels,2024-11-07 17:00:00,07hrs 30mins,2024-11-07 00:30:00,576,A/C Seater / Sleeper (2+1),32,13,4.3,Bengaluru,Chennai,346
1363,SPS Travels,2024-11-07 21:55:00,08hrs 25mins,2024-11-07 06:20:00,700,A/C Sleeper (2+1),24,12,4.3,Bengaluru,Chennai,346
1364,KMRL Kalaimakal,2024-11-07 22:30:00,06hrs 45mins,2024-11-07 05:15:00,850,A/C Sleeper (2+1),22,11,4.4,Bengaluru,Chennai,346
1365,RKK Travels,2024-11-07 23:30:00,06hrs 30mins,2024-11-07 06:00:00,645,A/C Sleeper (2+1),25,13,4.3,Bengaluru,Chennai,346
1366,KBS Travels,2024-11-07 23:00:00,06hrs 30mins,2024-11-07 05:30:00,652,A/C Sleeper (2+1),21,10,4.4,Bengaluru,Chennai,346
1367,NueGo,2024-11-07 05:00:00,06hrs 55mins,2024-11-07 11:55:00,380,Electric A/C Seater/Sleeper (2+1),24,11,4.3,Bengaluru,Chennai,346
1368,IntrCity SmartBus,2024-11-07 22:15:00,07hrs 20mins,2024-11-07 05:35:00,609,AC Sleeper (2+1),23,9,4.3,Bengaluru,Chennai,346
1369,KBS Travels,2024-11-07 14:10:00,07hrs 05mins,2024-11-07 21:15:00,593,A/C Sleeper (2+1),25,12,4.3,Bengaluru,Chennai,346
1370,KMRL Kalaimakal,2024-11-07 22:00:00,06hrs 30mins,2024-11-07 04:30:00,850,A/C Sleeper (2+1),19,9,4.4,Bengaluru,Chennai,346
1371,IntrCity SmartBus,2024-11-07 23:45:00,07hrs 00mins,2024-11-07 06:45:00,539,AC Sleeper (2+1),27,14,4.2,Bengaluru,Chennai,346
1372,GEE PEE TRAVELS,2024-11-07 23:35:00,06hrs 40mins,2024-11-07 06:15:00,580,VE A/C Sleeper (2+1),26,14,4.2,Bengaluru,Chennai,346
1373,IntrCity SmartBus,2024-11-07 21:30:00,06hrs 50mins,2024-11-07 04:20:00,539,AC Sleeper (2+1),33,11,4.1,Bengaluru,Chennai,346
1374,NueGo,2024-11-07 11:00:00,07hrs 25mins,2024-11-07 18:25:00,380,Electric A/C Seater (2+2),33,12,4.1,Bengaluru,Chennai,346
1375,RKK Travels,2024-11-07 05:00:00,06hrs 00mins,2024-11-07 11:00:00,595,Volvo Multi-Axle A/C Sleeper (2+1) ,22,12,4.3,Bengaluru,Chennai,346
1376,Jabbar  Travels,2024-11-07 22:20:00,07hrs 05mins,2024-11-07 05:25:00,600,VE A/C Sleeper (2+1),26,13,4.2,Bengaluru,Chennai,346
1377,NueGo,2024-11-07 13:00:00,07hrs 45mins,2024-11-07 20:45:00,380,Electric A/C Seater/Sleeper (2+1),37,17,4.0,Bengaluru,Chennai,346
1378,NueGo,2024-11-07 23:45:00,07hrs 30mins,2024-11-07 07:15:00,380,Electric A/C Seater (2+2),33,15,4.1,Bengaluru,Chennai,346
1379,RKK Travels,2024-11-07 15:00:00,06hrs 15mins,2024-11-07 21:15:00,595,Volvo Multi-Axle A/C Semi Sleeper (2+2),31,14,4.2,Bengaluru,Chennai,346
1381,NueGo,2024-11-07 21:40:00,08hrs 00mins,2024-11-07 05:40:00,380,Electric A/C Seater/Sleeper (2+1),40,20,3.9,Bengaluru,Chennai,346
1383,Jabbar  Travels,2024-11-07 10:00:00,10hrs 00mins,2024-11-07 20:00:00,552,VE A/C Sleeper (2+1),23,11,4.2,Bengaluru,Chennai,346
1384,PADMAVATHI TRAVELS,2024-11-07 09:15:00,06hrs 55mins,2024-11-07 16:10:00,540,A/C Sleeper (2+1),19,10,4.3,Bengaluru,Chennai,346
1385,YBM Travels(BLM),2024-11-07 22:30:00,06hrs 00mins,2024-11-07 04:30:00,915,A/C Sleeper (2+1),13,7,4.4,Bengaluru,Chennai,346
1386,RKK Travels,2024-11-07 06:15:00,06hrs 00mins,2024-11-07 12:15:00,595,Volvo Multi-Axle A/C Semi Sleeper (2+2),28,12,4.2,Bengaluru,Chennai,346
1387,NueGo,2024-11-07 21:15:00,07hrs 10mins,2024-11-07 04:25:00,380,Electric A/C Seater/Sleeper (2+1),40,20,3.9,Bengaluru,Chennai,346
1388,IntrCity SmartBus,2024-11-07 22:30:00,07hrs 35mins,2024-11-07 06:05:00,619,AC Sleeper (2+1),21,11,4.2,Bengaluru,Chennai,346
1389,KGN INDIA,2024-11-07 22:20:00,07hrs 10mins,2024-11-07 05:30:00,300,NON A/C Seater (1+1+1),25,12,4.1,Bengaluru,Chennai,346
1390,NueGo,2024-11-07 12:00:00,07hrs 45mins,2024-11-07 19:45:00,380,Electric A/C Seater (2+2),34,15,4.0,Bengaluru,Chennai,346
1391,RKK Travels,2024-11-07 20:15:00,06hrs 45mins,2024-11-07 03:00:00,645,Volvo Multi-Axle A/C Sleeper (2+1) ,22,11,4.2,Bengaluru,Chennai,346
1392,Dream Line Travels Pvt Ltd,2024-11-07 23:00:00,06hrs 30mins,2024-11-07 05:30:00,730,VE A/C Sleeper (2+1),26,12,4.1,Bengaluru,Chennai,346
1393,RKK Travels,2024-11-07 14:00:00,06hrs 45mins,2024-11-07 20:45:00,645,A/C Sleeper (2+1),21,11,4.2,Bengaluru,Chennai,346
1394,NueGo,2024-11-07 20:30:00,07hrs 10mins,2024-11-07 03:40:00,380,Electric A/C Seater (2+2),37,15,3.9,Bengaluru,Chennai,346
1395,KBS Travels,2024-11-07 10:40:00,07hrs 00mins,2024-11-07 17:40:00,584,A/C Sleeper (2+1),22,10,4.2,Bengaluru,Chennai,346
1396,NueGo,2024-11-07 17:30:00,07hrs 25mins,2024-11-07 00:55:00,380,Electric A/C Seater/Sleeper (2+1),35,18,3.9,Bengaluru,Chennai,346
1397,KMRL Kalaimakal,2024-11-07 08:00:00,07hrs 00mins,2024-11-07 15:00:00,650,A/C Seater / Sleeper (2+1),20,10,4.3,Bengaluru,Chennai,346
1398,Yolo Bus,2024-11-07 22:15:00,08hrs 22mins,2024-11-07 06:37:00,450,Bharat Benz A/C Seater /Sleeper (2+1),32,16,3.9,Bengaluru,Chennai,346
1399,NueGo,2024-11-07 07:00:00,07hrs 15mins,2024-11-07 14:15:00,380,Electric A/C Seater/Sleeper (2+1),34,16,3.9,Bengaluru,Chennai,346
1400,Green Line Travels And Holidays Premium Business Class,2024-11-07 23:00:00,06hrs 00mins,2024-11-07 05:00:00,1499,VE Executive A/C Sleeper (1+1),10,7,4.4,Bengaluru,Chennai,346
1401,UST Bus,2024-11-07 23:15:00,07hrs 30mins,2024-11-07 06:45:00,794,A/C Sleeper (2+1),18,7,4.2,Bengaluru,Chennai,346
1402,NWAY HOLIDAYS,2024-11-07 22:55:00,08hrs 35mins,2024-11-07 07:30:00,699,A/C Sleeper (2+1),23,12,4.1,Bengaluru,Chennai,346
1403,SKYLITE TRAVELS,2024-11-07 22:30:00,06hrs 30mins,2024-11-07 05:00:00,749,A/C Sleeper (2+1),24,11,4.1,Bengaluru,Chennai,346
1404,IntrCity SmartBus,2024-11-07 22:50:00,07hrs 25mins,2024-11-07 06:15:00,539,AC Sleeper (2+1),33,11,3.9,Bengaluru,Chennai,346
1405,PADMAVATHI TRAVELS,2024-11-07 23:35:00,06hrs 55mins,2024-11-07 06:30:00,648,A/C Sleeper (2+1),27,14,4.0,Bengaluru,Chennai,346
1407,IntrCity SmartBus,2024-11-07 22:20:00,07hrs 10mins,2024-11-07 05:30:00,579,AC Sleeper (2+1),24,8,4.0,Bengaluru,Chennai,346
1408,Sri Sugam Bus Tours and Travels,2024-11-07 21:30:00,06hrs 25mins,2024-11-07 03:55:00,699,A/C Sleeper (2+1),28,13,3.9,Bengaluru,Chennai,346
1409,SPS Travels,2024-11-07 22:15:00,06hrs 45mins,2024-11-07 05:00:00,700,A/C Sleeper (2+1),26,13,3.9,Bengaluru,Chennai,346
1410,Go Link,2024-11-07 21:50:00,06hrs 50mins,2024-11-07 04:40:00,600,A/C Sleeper (2+1),26,13,3.9,Bengaluru,Chennai,346
1411,Sri Sugam Bus Tours and Travels,2024-11-07 17:20:00,06hrs 10mins,2024-11-07 23:30:00,549,Scania A/C Semi Sleeper (2+2),31,11,3.9,Bengaluru,Chennai,346
1412,IntrCity SmartBus,2024-11-07 23:45:00,07hrs 20mins,2024-11-07 07:05:00,5000,AC Sleeper (2+1),36,12,4.2,Bengaluru,Chennai,346
1413,SPS Travels,2024-11-07 21:45:00,08hrs 25mins,2024-11-07 06:10:00,781,A/C Sleeper (2+1),24,12,3.9,Bengaluru,Chennai,346
1414,Highline Transports,2024-11-07 21:20:00,08hrs 15mins,2024-11-07 05:35:00,600,VE A/C Sleeper (2+1),18,10,4.0,Bengaluru,Chennai,346
1415,Yolo Bus,2024-11-07 23:40:00,07hrs 46mins,2024-11-07 07:26:00,550,Bharat Benz A/C Sleeper (2+1),22,10,3.9,Bengaluru,Chennai,346
1416,SPS Travels,2024-11-07 22:00:00,06hrs 30mins,2024-11-07 04:30:00,700,A/C Sleeper (2+1),27,13,3.8,Bengaluru,Chennai,346
1417,Sri Sugam Bus Tours and Travels,2024-11-07 23:45:00,06hrs 55mins,2024-11-07 06:40:00,699,A/C Sleeper (2+1),22,11,3.9,Bengaluru,Chennai,346
1418,Jabbar  Travels,2024-11-07 23:25:00,06hrs 35mins,2024-11-07 06:00:00,552,A/C Sleeper (2+1),27,13,3.8,Bengaluru,Chennai,346
1419,Go Link,2024-11-07 22:40:00,07hrs 00mins,2024-11-07 05:40:00,600,A/C Sleeper (2+1),28,13,3.8,Bengaluru,Chennai,346
1420,Sri Sugam Bus Tours and Travels,2024-11-07 19:10:00,06hrs 20mins,2024-11-07 01:30:00,699,A/C Sleeper (2+1),27,12,3.8,Bengaluru,Chennai,346
1421,Jabbar  Travels,2024-11-07 23:35:00,06hrs 10mins,2024-11-07 05:45:00,300,NON AC Seater / Sleeper 2+1,28,14,3.7,Bengaluru,Chennai,346
1422,KBS Travels,2024-11-07 00:30:00,05hrs 45mins,2024-11-07 06:15:00,580,A/C Sleeper (2+1),23,11,3.8,Bengaluru,Chennai,346
1424,VKV Travels,2024-11-07 23:50:00,04hrs 45mins,2024-11-07 04:35:00,1040,A/C Sleeper (2+1),26,9,3.8,Bengaluru,Chennai,346
1425,YBM Travels(BLM),2024-11-07 07:00:00,06hrs 30mins,2024-11-07 13:30:00,647,A/C Sleeper (2+1),17,7,3.9,Bengaluru,Chennai,346
1426,KMRL Kalaimakal,2024-11-07 13:30:00,07hrs 50mins,2024-11-07 21:20:00,850,A/C Sleeper (2+1),18,8,3.9,Bengaluru,Chennai,346
1427,GreenLine Travels And  Holidays,2024-11-07 23:15:00,06hrs 15mins,2024-11-07 05:30:00,900,VE A/C Sleeper (2+1),21,12,3.8,Bengaluru,Chennai,346
1428,Swamy Ayyappa Travels,2024-11-07 23:30:00,05hrs 30mins,2024-11-07 05:00:00,600,A/C Sleeper (2+1),25,11,3.7,Bengaluru,Chennai,346
1430,Yolo Bus,2024-11-07 12:29:00,09hrs 40mins,2024-11-07 22:09:00,400,Bharat Benz A/C Seater /Sleeper (2+1),34,17,3.5,Bengaluru,Chennai,346
1431,NATIONAL TRAVELS NTA,2024-11-07 12:50:00,08hrs 00mins,2024-11-07 20:50:00,585,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),26,13,3.6,Bengaluru,Chennai,346
1432,Sri Sugam Bus Tours and Travels,2024-11-07 03:30:00,06hrs 00mins,2024-11-07 09:30:00,549,A/C Sleeper (2+1),21,8,3.7,Bengaluru,Chennai,346
1434,SHRI ABINESH Roadways,2024-11-07 22:45:00,06hrs 35mins,2024-11-07 05:20:00,866,Bharat Benz A/C Sleeper (2+1),18,8,3.7,Bengaluru,Chennai,346
1435,Aditya Logistics,2024-11-07 20:00:00,07hrs 15mins,2024-11-07 03:15:00,1345,Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),38,18,3.7,Bengaluru,Chennai,346
1436,SHARMA TRANSPORTS,2024-11-07 22:35:00,07hrs 55mins,2024-11-07 06:30:00,450,NON A/C Sleeper (2+1),22,10,3.5,Bengaluru,Chennai,346
1438,Sri Sugam Bus Tours and Travels,2024-11-07 14:50:00,07hrs 00mins,2024-11-07 21:50:00,899,A/C Sleeper (2+1),25,11,3.5,Bengaluru,Chennai,346
1439,Royal  Travels,2024-11-07 23:00:00,06hrs 30mins,2024-11-07 05:30:00,700,A/C Sleeper (2+1),21,6,3.5,Bengaluru,Chennai,346
1440,NATIONAL TRAVELS NTA,2024-11-07 23:45:00,07hrs 55mins,2024-11-07 07:40:00,630,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),26,13,3.4,Bengaluru,Chennai,346
1441,NATIONAL TRAVELS NTA,2024-11-07 21:30:00,06hrs 15mins,2024-11-07 03:45:00,550,A/C Seater / Sleeper (2+1),29,14,3.4,Bengaluru,Chennai,346
1442,NATIONAL TRAVELS NTA,2024-11-07 10:15:00,08hrs 35mins,2024-11-07 18:50:00,550,Mercedes Benz A/C Sleeper (2+1),25,13,3.4,Bengaluru,Chennai,346
1443,National  travels,2024-11-07 23:00:00,07hrs 20mins,2024-11-07 06:20:00,500,NON A/C Sleeper (2+1),34,16,3.3,Bengaluru,Chennai,346
1444,NATIONAL TRAVELS NTA,2024-11-07 18:45:00,08hrs 30mins,2024-11-07 03:15:00,550,A/C Seater / Sleeper (2+1),27,13,3.4,Bengaluru,Chennai,346
1445,National  travels,2024-11-07 23:40:00,07hrs 05mins,2024-11-07 06:45:00,500,NON A/C Sleeper (2+1),24,12,3.5,Bengaluru,Chennai,346
1446,NATIONAL TRAVELS NTA,2024-11-07 16:30:00,06hrs 50mins,2024-11-07 23:20:00,595,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),24,12,3.4,Bengaluru,Chennai,346
1447,NATIONAL TRAVELS NTA,2024-11-07 23:05:00,08hrs 15mins,2024-11-07 07:20:00,650,Mercedes Benz A/C Sleeper (2+1),24,13,3.4,Bengaluru,Chennai,346
1448,NATIONAL TRAVELS NTA,2024-11-07 21:30:00,06hrs 15mins,2024-11-07 03:45:00,550,A/C Seater / Sleeper (2+1),27,14,3.4,Bengaluru,Chennai,346
1449,National  travels,2024-11-07 23:40:00,07hrs 20mins,2024-11-07 07:00:00,595,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),26,14,3.3,Bengaluru,Chennai,346
1450,Krish Travels,2024-11-07 23:15:00,06hrs 15mins,2024-11-07 05:30:00,650,A/C Seater / Sleeper (2+1),26,14,3.4,Bengaluru,Chennai,346
1451,VJS Travels,2024-11-07 21:00:00,06hrs 45mins,2024-11-07 03:45:00,584,Bharat Benz A/C Sleeper (2+1),26,13,3.3,Bengaluru,Chennai,346
1452,Vetri Travels,2024-11-07 23:00:00,07hrs 30mins,2024-11-07 06:30:00,666,A/C Sleeper (2+1),26,13,3.3,Bengaluru,Chennai,346
1453,National  travels,2024-11-07 10:05:00,06hrs 45mins,2024-11-07 16:50:00,585,A/C Sleeper (2+1),25,14,3.3,Bengaluru,Chennai,346
1455,National  travels,2024-11-07 23:40:00,07hrs 20mins,2024-11-07 07:00:00,366,NON AC Seater / Sleeper 2+1,41,20,3.3,Bengaluru,Chennai,346
1456,Sri Krishna Travels,2024-11-07 23:10:00,06hrs 05mins,2024-11-07 05:15:00,474,A/C Seater / Sleeper (2+1),23,9,3.3,Bengaluru,Chennai,346
1457,National  travels,2024-11-07 21:20:00,07hrs 55mins,2024-11-07 05:15:00,575,A/C Seater / Sleeper (2+1),26,13,3.3,Bengaluru,Chennai,346
1458,National  travels,2024-11-07 16:15:00,08hrs 35mins,2024-11-07 00:50:00,600,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22,11,3.3,Bengaluru,Chennai,346
1459,National  travels,2024-11-07 13:50:00,06hrs 50mins,2024-11-07 20:40:00,745,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22,10,3.3,Bengaluru,Chennai,346
1460,National  travels,2024-11-07 18:15:00,09hrs 00mins,2024-11-07 03:15:00,575,A/C Seater / Sleeper (2+1),24,13,3.3,Bengaluru,Chennai,346
